# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total velocity (ft/s),Total acceleration (ft/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (ft/s²),Latitude (°),Longitude (°),Gravitational acceleration (ft/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (oz),Motor mass (oz),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (ft/s²),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s),Dynamic Pressure (mbar)
173.877,1293.78,-51.487,129.049,51.492,129.068,8333.546,19.978,8333.57,0.137,12.35,2.213,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.045,4031244.761,0,1943.685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,11.647,92.971,965.189,1154.284,0.004,0.247,1.349
173.881,1293.569,-50.968,125.878,50.973,125.898,8333.495,19.978,8333.519,0.137,12.34,2.255,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.045,3990642.147,0,1905.464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,11.617,92.972,965.195,1154.286,0.004,0.247,1.322
173.885,1293.352,-50.444,122.71,50.45,122.732,8333.443,19.978,8333.467,0.137,12.331,2.299,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.044,3949656.204,0,1867.273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,11.586,92.973,965.202,1154.287,0.004,0.247,1.295
173.89,1293.13,-49.915,119.545,49.921,119.568,8333.388,19.978,8333.412,0.137,12.32,2.342,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.044,3908276.482,0,1829.114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,11.554,92.975,965.21,1154.288,0.004,0.247,1.268
173.894,1292.902,-49.381,116.382,49.387,116.407,8333.332,19.978,8333.355,0.137,12.309,2.385,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.043,3866492.084,0,1790.989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,11.52,92.976,965.217,1154.289,0.005,0.247,1.241
173.899,1292.668,-48.841,113.222,48.848,113.248,8333.273,19.978,8333.297,0.137,12.298,2.429,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.043,3824291.637,0,1752.898,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,11.486,92.977,965.224,1154.291,0.005,0.247,1.214
173.904,1292.428,-48.296,110.065,48.303,110.093,8333.212,19.978,8333.236,0.137,12.285,2.473,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.042,3781663.273,0,1714.843,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,11.45,92.978,965.232,1154.292,0.005,0.248,1.187
173.909,1292.181,-47.748,106.907,47.754,106.929,8333.149,19.978,8333.173,0.137,12.274,2.211,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.042,3738672.141,0,1676.702,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,11.519,92.98,965.24,1154.294,0.005,0.248,1.16
173.914,1291.929,-47.196,103.766,47.2,103.782,8333.084,19.978,8333.108,0.137,12.264,1.861,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.041,3695328.051,0,1638.767,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,11.622,92.981,965.248,1154.295,0.005,0.248,1.134
173.92,1291.669,-46.637,100.638,46.64,100.649,8333.016,19.978,8333.04,0.137,12.256,1.511,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.041,3651526.054,0,1600.998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,11.729,92.982,965.257,1154.297,0.006,0.248,1.107
173.926,1291.4,-46.073,97.513,46.075,97.52,8332.945,19.978,8332.969,0.137,12.249,1.161,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.04,3607257.629,0,1563.278,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,11.84,92.984,965.265,1154.298,0.006,0.248,1.08
173.932,1291.123,-45.502,94.393,45.503,94.396,8332.871,19.978,8332.895,0.137,12.244,0.809,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.04,3562509.23,0,1525.615,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,11.956,92.985,965.274,1154.3,0.006,0.248,1.054
173.938,1290.837,-44.925,91.276,44.925,91.277,8332.793,19.978,8332.817,0.137,12.241,0.457,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.039,3517266.974,0,1488.014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,12.078,92.987,965.283,1154.301,0.006,0.248,1.027
173.945,1290.542,-44.34,88.164,44.34,88.164,8332.712,19.978,8332.736,0.137,12.241,0.104,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.039,3471516.465,0,1450.477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,12.205,92.988,965.293,1154.303,0.007,0.248,1
173.952,1290.235,-43.749,85.057,43.749,85.057,8332.627,19.978,8332.651,0.137,12.242,0.251,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.038,3425242.8,0,1413.009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,12.338,92.99,965.302,1154.305,0.007,0.248,0.974
173.959,1289.917,-43.148,81.954,43.149,81.955,8332.537,19.978,8332.561,0.137,12.246,0.476,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.038,3378238.689,0,1375.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,12.427,92.992,965.313,1154.307,0.007,0.248,0.947
173.967,1289.586,-42.54,78.842,42.54,78.843,8332.443,19.978,8332.467,0.137,12.248,0.247,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.037,3330645.67,0,1338.067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,12.344,92.993,965.323,1154.309,0.008,0.248,0.921
173.975,1289.243,-41.925,75.739,41.925,75.739,8332.343,19.978,8332.367,0.137,12.248,0.019,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.037,3282459.066,0,1300.637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,12.257,92.995,965.334,1154.311,0.008,0.248,0.894
173.983,1288.886,-41.301,72.641,41.301,72.641,8332.238,19.978,8332.262,0.137,12.246,0.212,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.036,3233661.482,0,1263.283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,12.165,92.997,965.345,1154.313,0.009,0.249,0.868
173.992,1288.514,-40.669,69.549,40.67,69.551,8332.127,19.978,8332.151,0.137,12.242,0.442,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.036,3184232.938,0,1226.012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,12.068,92.999,965.357,1154.315,0.009,0.249,0.842
174.002,1288.125,-40.029,66.465,40.03,66.468,8332.009,19.978,8332.033,0.137,12.236,0.675,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.035,3134152.887,0,1188.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,11.966,93.001,965.37,1154.317,0.01,0.249,0.815
174.012,1287.718,-39.379,63.387,39.38,63.393,8331.884,19.978,8331.908,0.137,12.227,0.849,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.035,3083328.517,0,1151.732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,11.882,93.003,965.382,1154.319,0.01,0.249,0.789
174.023,1287.291,-38.719,60.311,38.721,60.316,8331.75,19.978,8331.774,0.137,12.218,0.802,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.034,3031695.016,0,1114.639,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,11.887,93.005,965.396,1154.322,0.011,0.249,0.763
174.035,1286.842,-38.05,57.241,38.052,57.246,8331.607,19.978,8331.631,0.137,12.209,0.754,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.034,2979327.096,0,1077.616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,11.893,93.008,965.41,1154.324,0.012,0.249,0.737
174.047,1286.37,-37.372,54.181,37.373,54.185,8331.454,19.978,8331.478,0.137,12.2,0.706,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.033,2926197.249,0,1040.706,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,11.9,93.01,965.425,1154.327,0.013,0.249,0.711
174.061,1285.871,-36.683,51.13,36.684,51.135,8331.29,19.978,8331.314,0.137,12.192,0.658,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.032,2872280.361,0,1003.916,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,11.907,93.013,965.44,1154.33,0.013,0.249,0.685
174.075,1285.348,-35.99,48.089,35.99,48.089,8331.114,19.978,8331.138,0.137,12.188,0.245,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.032,2818013.083,0,967.212,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,12.081,93.015,965.457,1154.333,0.014,0.249,0.659
174.091,1284.794,-35.29,45.09,35.29,45.091,8330.925,19.978,8330.949,0.137,12.192,0.255,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.031,2763172.95,0,931.056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,12.309,93.018,965.474,1154.336,0.016,0.249,0.634
174.108,1284.203,-34.577,42.118,34.579,42.125,8330.719,19.978,8330.743,0.137,12.205,0.759,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.031,2707553.472,0,895.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,12.555,93.021,965.492,1154.339,0.017,0.249,0.609
174.126,1283.567,-33.849,39.158,33.854,39.174,8330.492,19.978,8330.516,0.137,12.226,1.14,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.03,2650769.862,0,859.621,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,12.76,93.024,965.512,1154.343,0.019,0.25,0.583
174.147,1282.88,-33.107,36.194,33.113,36.22,8330.24,19.978,8330.264,0.137,12.254,1.369,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.029,2592814.24,0,823.938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,12.906,93.028,965.533,1154.347,0.021,0.25,0.558
174.17,1282.137,-32.352,33.237,32.362,33.276,8329.962,19.978,8329.986,0.137,12.29,1.602,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.029,2534005.978,0,788.348,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,13.068,93.031,965.556,1154.351,0.023,0.25,0.533
174.195,1281.33,-31.587,30.292,31.596,30.327,8329.651,19.978,8329.675,0.137,12.327,1.448,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.028,2474052.932,0,752.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,13.043,93.036,965.58,1154.355,0.025,0.25,0.508
174.223,1280.447,-30.813,27.374,30.819,27.401,8329.302,19.978,8329.326,0.137,12.362,1.226,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.027,2413263.484,0,717.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,12.98,93.04,965.607,1154.36,0.028,0.25,0.483
174.255,1279.48,-30.035,24.486,30.037,24.498,8328.909,19.978,8328.933,0.137,12.386,0.778,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.027,2352104.711,0,682.641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,12.787,93.045,965.636,1154.366,0.032,0.25,0.459
174.291,1278.397,-29.243,21.661,29.244,21.665,8328.456,19.977,8328.48,0.137,12.401,0.386,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.026,2289982.395,0,648.533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,12.604,93.05,965.668,1154.371,0.037,0.25,0.435
174.334,1277.166,-28.438,18.868,28.44,18.88,8327.926,19.977,8327.95,0.137,12.43,0.691,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.025,2227097.02,0,614.886,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,12.799,93.056,965.704,1154.378,0.043,0.25,0.412
174.379,1275.915,-27.72,16.102,27.724,16.122,8327.373,19.977,8327.397,0.137,12.394,0.803,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.025,2171057.615,0,581.557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,11.959,93.063,965.745,1154.385,0.045,0.25,0.391
174.44,1274.252,-26.886,13.703,26.889,13.727,8326.619,19.977,8326.643,0.137,12.345,0.817,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.024,2105760.399,0,552.632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,11.902,93.069,965.786,1154.393,0.061,0.25,0.368
174.513,1272.308,-26.079,10.994,26.085,11.046,8325.716,19.977,8325.74,0.137,12.265,1.08,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.023,2042853.825,0,520.038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,11.673,93.078,965.841,1154.403,0.073,0.25,0.346
174.604,1269.965,-25.31,8.435,25.311,8.446,8324.6,19.977,8324.623,0.137,12.227,0.421,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.023,1982239.499,0,489.054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,11.997,93.089,965.905,1154.414,0.091,0.25,0.326
174.73,1266.819,-24.542,6.079,24.542,6.082,8323.057,19.977,8323.081,0.138,12.206,0.168,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.022,1922145.372,0,460.619,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,12.118,93.102,965.982,1154.428,0.126,0.251,0.307
174.912,1262.421,-23.851,3.801,23.852,3.807,8320.842,19.977,8320.866,0.138,12.168,0.209,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.021,1868136.576,0,433.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,12.065,93.119,966.086,1154.447,0.182,0.251,0.29
175.202,1255.583,-23.324,1.819,23.326,1.97,8317.347,19.977,8317.371,0.138,11.948,0.757,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.021,1827116.014,0,409.338,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,11.638,93.143,966.232,1154.474,0.29,0.251,0.277
175.702,1243.963,-23.155,0.337,23.156,0.668,8311.445,19.976,8311.469,0.138,11.66,0.576,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.02,1813973.86,0,391.434,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,11.536,93.18,966.458,1154.515,0.5,0.251,0.273
176.202,1232.371,-23.213,-0.116,23.214,0.828,8305.512,19.976,8305.536,0.138,12.07,0.82,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.02,1818889.086,0,386.038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,12.255,93.243,966.842,1154.584,0.5,0.251,0.275
176.702,1220.783,-23.137,0.152,23.145,2.658,8299.145,19.976,8299.169,0.138,13.397,2.654,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.02,1813811.423,0,390.452,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,13.981,93.306,967.225,1154.654,0.5,0.251,0.273
177.202,1209.195,-23.214,-0.154,23.215,0.509,8292.386,19.975,8292.41,0.138,13.639,0.485,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.02,1819637.646,0,385.492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,13.75,93.369,967.608,1154.724,0.5,0.251,0.275
177.702,1197.596,-23.182,0.065,23.182,0.208,8285.542,19.975,8285.566,0.138,13.738,0.197,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.02,1817416.284,0,388.097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,13.783,93.432,967.991,1154.793,0.5,0.251,0.274
178.202,1186.006,-23.179,0.007,23.18,1.23,8278.827,19.975,8278.851,0.138,13.123,1.23,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.02,1817618.145,0,387.669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,12.852,93.495,968.374,1154.863,0.5,0.251,0.274
178.702,1174.415,-23.183,-0.008,23.183,0.755,8272.36,19.974,8272.384,0.138,12.745,0.755,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.02,1818210.075,0,387.313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,12.579,93.558,968.757,1154.932,0.5,0.251,0.274
179.202,1162.83,-23.16,0.046,23.163,1.661,8265.78,19.974,8265.804,0.138,13.575,1.66,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.02,1816926.123,0,388.383,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,13.944,93.621,969.14,1155.002,0.5,0.251,0.274
179.702,1151.244,-23.185,-0.051,23.185,0.129,8258.978,19.973,8259.002,0.139,13.634,0.118,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.02,1819057.732,0,386.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,13.662,93.684,969.523,1155.071,0.5,0.251,0.274
180.202,1139.655,-23.167,0.036,23.168,0.712,8252.072,19.973,8252.096,0.139,13.989,0.711,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.02,1818012.471,0,387.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,14.149,93.747,969.906,1155.141,0.5,0.252,0.274
180.702,1128.071,-23.17,-0.006,23.17,0.682,8244.992,19.973,8245.016,0.139,14.33,0.682,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.02,1818576.345,0,387.326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,14.483,93.809,970.289,1155.21,0.5,0.252,0.274
181.202,1116.494,-23.141,0.058,23.144,1.879,8238.061,19.972,8238.086,0.139,13.392,1.878,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.02,1816875.402,0,388.669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,12.98,93.872,970.672,1155.28,0.5,0.252,0.274
181.702,1104.918,-23.163,-0.045,23.165,1.213,8231.517,19.972,8231.541,0.139,12.786,1.212,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.02,1818834.569,0,387.036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,12.519,93.935,971.054,1155.349,0.5,0.252,0.274
182.202,1093.341,-23.143,0.041,23.145,1.555,8224.93,19.972,8224.954,0.139,13.563,1.554,32.9,-105.973,32.119,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.02,1817638.624,0,388.262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,13.907,93.998,971.437,1155.419,0.5,0.252,0.274
